id,pt_BR,en,es
"XP_PARTICIPATION","+%d XP (Participação)","+%d XP (participation)","+%d XP (participación)"
"NIM_PRESET_SIMPLE","Simples [1,2,3]","Simple [1,2,3]","Simple [1,2,3]"
"NIM_PRESET_CLASSIC","Clássico [3,4,5]","Classic [3,4,5]","Clásico [3,4,5]"
"NIM_PRESET_PYRAMID","Pirâmide [1,3,5,7]","Pyramid [1,3,5,7]","Pirámide [1,3,5,7]"
"NIM_PRESET_WIDE","Largo [1..5]","Wide [1..5]","Ancho [1..5]"
"NIM_MODE_NORMAL","Normal","Normal","Normal"
"NIM_MODE_MISERE","Misère","Misère","Misère"
"NIM_MODE_LOCAL","Local","Local","Local"
"NIM_TURN_MISERE","Sua vez! Modo Misère: quem retirar a ÚLTIMA peça perde.","Your turn! Misère mode: whoever takes the LAST piece loses.","¡Tu turno! Modo Misère: quien retire la ÚLTIMA pieza pierde."
"NIM_TURN_NORMAL","Sua vez! Modo Normal: quem retirar a ÚLTIMA peça vence.","Your turn! Normal mode: whoever takes the LAST piece wins.","¡Tu turno! Modo Normal: quien retire la ÚLTIMA pieza gana."
"NIM_YOUR_TURN","Sua vez! Escolha uma pilha.","Your turn! Pick a heap.","¡Tu turno! Elige un montón."
"NIM_YOUR_TURN_LONG","Sua vez! Escolha uma pilha para retirar peças.","Your turn! Pick a heap to take pieces from.","¡Tu turno! Elige un montón para retirar piezas."
"NIM_PLAYER_TURN","Vez do Jogador %d! Escolha uma pilha.","Player %d's turn! Pick a heap.","¡Turno del jugador %d! Elige un montón."
"NIM_HEAP_COUNT","Pilha %c: %d","Heap %c: %d","Montón %c: %d"
"NIM_HEAP_PICKED","Pilha %c selecionada. Escolha quantas peças deseja retirar e confirme.","Heap %c selected. Choose how many pieces to take, then confirm.","Montón %c seleccionado. Elige cuántas piezas retirar y confirma."
"NIM_TAKE_COUNT","Retirar: %d peça(s)","Take: %d piece(s)","Retirar: %d pieza(s)"
"NIM_TAKE_ALL","Todas (%d)","All (%d)","Todas (%d)"
"NIM_BTN_ALL","Tudo","All","Todo"
"NIM_BTN_VS_AI","🤖 Vs IA","🤖 Vs AI","🤖 Vs IA"
"NIM_BTN_MISERE","👑 Misère","👑 Misère","👑 Misère"
"NIM_AI_THINKING","Vez da IA... pensando na jogada com Teorema de Bouton.","AI's turn... working out the move with Bouton's theorem.","Turno de la IA... calculando la jugada con el teorema de Bouton."
"NIM_AI_TOOK","A IA retirou %d peça(s) da Pilha %c!","The AI took %d piece(s) from heap %c!","¡La IA retiró %d pieza(s) del montón %c!"
"NIM_UNDONE","Jogada desfeita com sucesso!","Move undone!","¡Jugada deshecha!"
"NIM_HINT","💡 Dica Matemática: Retire %d peça(s) da Pilha %c para anular o Nim-Sum!","💡 Math hint: take %d piece(s) from heap %c to zero the Nim-sum!","💡 Pista matemática: ¡retira %d pieza(s) del montón %c para anular el Nim-sum!"
"NIM_HINT_BALANCED","💡 Posição Equilibrada (Nim-Sum = %d). Qualquer lance mudará o equilíbrio!","💡 Balanced position (Nim-sum = %d). Any move shifts the balance!","💡 Posición equilibrada (Nim-sum = %d). ¡Cualquier jugada cambia el equilibrio!"
"NIM_WIN_TITLE","🏆 Vitória Triunfal!","🏆 Triumphant Victory!","🏆 ¡Victoria triunfal!"
"NIM_WIN_DETAILS","Você superou a IA no nível %s!\nTurnos: %d | Tempo: %s","You beat the AI on %s!\nTurns: %d | Time: %s","¡Superaste a la IA en el nivel %s!\nTurnos: %d | Tiempo: %s"
"NIM_WIN","🏆 Parabéns! Você venceu a partida de Nim!","🏆 Congratulations! You won the game of Nim!","🏆 ¡Felicidades! ¡Ganaste la partida de Nim!"
"NIM_LOSE_TITLE","💀 Fim de Jogo","💀 Game Over","💀 Fin del juego"
"NIM_LOSE_DETAILS","A IA dominou a partida desta vez.\nTurnos: %d | Tempo: %s","The AI ran the table this time.\nTurns: %d | Time: %s","La IA dominó la partida esta vez.\nTurnos: %d | Tiempo: %s"
"NIM_LOSE","A IA venceu. Tente uma nova estratégia!","The AI won. Try a new strategy!","Ganó la IA. ¡Prueba otra estrategia!"
"NIM_LOCAL_WIN_TITLE","🎉 Vitória do Jogador %d!","🎉 Player %d wins!","🎉 ¡Gana el jugador %d!"
"NIM_LOCAL_DETAILS","Partida Local de 2 Jogadores Concluída!\nTurnos: %d","Two-player local match complete!\nTurns: %d","¡Partida local de 2 jugadores completada!\nTurnos: %d"
"NIM_LOCAL_WIN","Jogador %d venceu a disputa!","Player %d won the match!","¡El jugador %d ganó la partida!"
"MODE_VS_AI","vs IA","vs AI","vs IA"
"MODE_TWO_PLAYERS","2 Jogadores","2 Players","2 Jugadores"
"MODE_LABEL","Modo: %s","Mode: %s","Modo: %s"
"MODE_BTN_VS_AI","🤖 vs IA","🤖 vs AI","🤖 vs IA"
"BTN_UNDO_ICON2","↩ Desfazer","↩ Undo","↩ Deshacer"
"XP_EARNED_PLAIN","+%d XP Ganho","+%d XP earned","+%d XP ganados"
"BACKGAMMON_BAR","BARRA","BAR","BARRA"
"BACKGAMMON_BEAR_OFF","SAÍDA","OFF","SALIDA"
"BACKGAMMON_P1","Você","You","Tú"
"BACKGAMMON_P2","Jogador 2","Player 2","Jugador 2"
"BACKGAMMON_START","Sua Vez! Role os dados para começar.","Your turn! Roll the dice to start.","¡Tu turno! Tira los dados para empezar."
"BACKGAMMON_YOUR_TURN","Sua Vez (%s)! Role os dados.","Your turn (%s)! Roll the dice.","¡Tu turno (%s)! Tira los dados."
"BACKGAMMON_BTN_ROLL","🎲 Rolar Dados","🎲 Roll Dice","🎲 Tirar Dados"
"BACKGAMMON_BTN_END_TURN","Passar Vez ›","End Turn ›","Pasar Turno ›"
"BACKGAMMON_NO_MOVES","Sem jogadas possíveis! Turno encerrado.","No moves available! Turn over.","¡Sin jugadas posibles! Turno terminado."
"BACKGAMMON_ON_BAR","Você tem peças na Barra! Reentre no tabuleiro.","You have checkers on the bar! Re-enter the board.","¡Tienes fichas en la barra! Vuelve a entrar al tablero."
"BACKGAMMON_PICK_CHECKER","Escolha uma peça para mover.","Pick a checker to move.","Elige una ficha para mover."
"BACKGAMMON_MUST_REENTER","Reentrada obrigatória a partir da Barra!","You must re-enter from the bar!","¡Reentrada obligatoria desde la barra!"
"BACKGAMMON_NO_MOVE_HERE","Nenhum movimento válido para esta peça com os dados atuais.","No legal move for this checker with the current dice.","Ningún movimiento válido para esta ficha con los dados actuales."
"BACKGAMMON_BAR_PICKED","Barra selecionada. Escolha a casa de reentrada.","Bar selected. Choose the re-entry point.","Barra seleccionada. Elige la casilla de reentrada."
"BACKGAMMON_POINT_PICKED","Ponto %d selecionado. Escolha o destino.","Point %d selected. Choose the destination.","Punto %d seleccionado. Elige el destino."
"BACKGAMMON_MOVED","Movimento realizado! Escolha a próxima peça.","Move made! Pick the next checker.","¡Movimiento hecho! Elige la siguiente ficha."
"BACKGAMMON_AI_TURN","Vez da IA (Pretas)... Rolando dados.","AI's turn (Black)... rolling the dice.","Turno de la IA (negras)... tirando los dados."
"BACKGAMMON_AI_NO_MOVES","A IA não tem jogadas legais.","The AI has no legal moves.","La IA no tiene jugadas legales."
"BACKGAMMON_AI_MOVING","IA movendo de %s para %s...","AI moving from %s to %s...","La IA mueve de %s a %s..."
"BACKGAMMON_WIN_SINGLE","Vitória Simples","Single Win","Victoria simple"
"BACKGAMMON_WIN_GAMMON","Vitória por GAMMON! (2x)","GAMMON win! (2x)","¡Victoria por GAMMON! (2x)"
"BACKGAMMON_WIN_BACKGAMMON","Vitória por BACKGAMMON! (3x)","BACKGAMMON win! (3x)","¡Victoria por BACKGAMMON! (3x)"
"BACKGAMMON_YOU_WIN","Parabéns! Você venceu (%s)!","Congratulations! You won (%s)!","¡Felicidades! ¡Ganaste (%s)!"
"BACKGAMMON_AI_WIN","A IA venceu a partida (%s).","The AI won the match (%s).","La IA ganó la partida (%s)."
"BACKGAMMON_RESULT_WIN","🏆 VITÓRIA!","🏆 VICTORY!","🏆 ¡VICTORIA!"
"BACKGAMMON_RESULT_LOSE","FIM DE JOGO","GAME OVER","FIN DEL JUEGO"
"BACKGAMMON_RESULT_DETAILS","%s\nTurnos: %d • Tempo: %02d:%02d","%s\nTurns: %d • Time: %02d:%02d","%s\nTurnos: %d • Tiempo: %02d:%02d"
"BACKGAMMON_RESULT_TURNS","%s\nTurnos: %d","%s\nTurns: %d","%s\nTurnos: %d"
"SHIP_CARRIER","Porta-Aviões","Carrier","Portaaviones"
"SHIP_BATTLESHIP","Encouraçado","Battleship","Acorazado"
"SHIP_CRUISER","Cruzador","Cruiser","Crucero"
"SHIP_SUBMARINE","Submarino","Submarine","Submarino"
"SHIP_DESTROYER","Destroyer","Destroyer","Destructor"
"BATTLESHIP_ENEMY_FLEET","FROTA INIMIGA","ENEMY FLEET","FLOTA ENEMIGA"
"BATTLESHIP_YOUR_FLEET","SUA FROTA","YOUR FLEET","TU FLOTA"
"BATTLESHIP_YOUR_TURN","Sua Vez! Toque numa casa da frota inimiga.","Your turn! Tap a square on the enemy fleet.","¡Tu turno! Toca una casilla de la flota enemiga."
"BATTLESHIP_WRONG_BOARD","Esse é o seu mapa. Atire no de cima, da frota inimiga.","That is your own map. Fire at the one above, the enemy fleet.","Ese es tu mapa. Dispara al de arriba, el de la flota enemiga."
"BATTLESHIP_ALREADY_SHOT","Você já atirou nessa coordenada. Escolha outra.","You already fired at that square. Pick another.","Ya disparaste a esa casilla. Elige otra."
"BATTLESHIP_YOU_SANK","💥 Você afundou o %s inimigo!","💥 You sank the enemy %s!","💥 ¡Hundiste el %s enemigo!"
"BATTLESHIP_HIT","🎯 Fogo certeiro!","🎯 Direct hit!","🎯 ¡Tocado!"
"BATTLESHIP_MISS","🌊 Água!","🌊 Miss!","🌊 ¡Agua!"
"BATTLESHIP_AI_SANK","⚠️ Inimigo afundou seu %s!","⚠️ The enemy sank your %s!","⚠️ ¡El enemigo hundió tu %s!"
"BATTLESHIP_AI_HIT","⚠️ Inimigo acertou sua frota!","⚠️ The enemy hit your fleet!","⚠️ ¡El enemigo tocó tu flota!"
"BATTLESHIP_AI_MISS","Inimigo atirou na água. Sua vez!","The enemy missed. Your turn!","El enemigo falló. ¡Te toca!"
"BATTLESHIP_WIN","🏆 Vitória! Toda a frota inimiga foi destruída!","🏆 Victory! The entire enemy fleet is destroyed!","🏆 ¡Victoria! ¡Toda la flota enemiga fue destruida!"
"BATTLESHIP_LOSE","Derrota! Sua frota foi aniquilada.","Defeat! Your fleet was wiped out.","¡Derrota! Tu flota fue aniquilada."
"BTN_NEW_ROUND_ICON","🔄 Nova Rodada","🔄 New Round","🔄 Nueva Ronda"
"BLACKJACK_DEALER_ZONE","MESA · CARTEADOR","TABLE · DEALER","MESA · CRUPIER"
"BLACKJACK_YOUR_TURN","Sua vez! Pedir carta ou parar?","Your turn! Hit or stand?","¡Tu turno! ¿Pides o te plantas?"
"BLACKJACK_BTN_HIT","🃏 Pedir Carta","🃏 Hit","🃏 Pedir Carta"
"BLACKJACK_BTN_STAND","✋ Parar","✋ Stand","✋ Plantarse"
"BLACKJACK_NATURAL","🏆 Blackjack Natural! Você Venceu!","🏆 Natural Blackjack! You win!","🏆 ¡Blackjack natural! ¡Ganaste!"
"BLACKJACK_YOU_BUST","Estourou! Você ultrapassou 21.","Bust! You went over 21.","¡Te pasaste! Superaste 21."
"BLACKJACK_DEALER_TURN","Vez do Dealer...","Dealer's turn...","Turno del crupier..."
"BLACKJACK_DEALER_BUST","🏆 Dealer estourou (%d)! Você Venceu!","🏆 Dealer busted (%d)! You win!","🏆 ¡El crupier se pasó (%d)! ¡Ganaste!"
"BLACKJACK_YOU_WIN_ROUND","🏆 Você Venceu a rodada!","🏆 You won the round!","🏆 ¡Ganaste la ronda!"
"BLACKJACK_DEALER_WINS","Dealer Venceu (%d pontos).","Dealer wins (%d points).","Gana el crupier (%d puntos)."
"BLACKJACK_PUSH","Empate (Push)! As apostas retornam.","Push! Bets are returned.","¡Empate! Las apuestas se devuelven."
"BLACKJACK_MSG_PLAYER_BUST","Estourou! Você Perdeu.","Bust! You lose.","¡Te pasaste! Perdiste."
"BLACKJACK_MSG_DEALER_BUST","Dealer Estourou! Você Venceu.","Dealer busted! You win.","¡El crupier se pasó! Ganaste."
"BLACKJACK_MSG_BLACKJACK","Blackjack! Você Venceu!","Blackjack! You win!","¡Blackjack! ¡Ganaste!"
"BLACKJACK_MSG_DEALER_BJ","Dealer fez Blackjack!","Dealer got Blackjack!","¡El crupier hizo Blackjack!"
"BLACKJACK_MSG_YOU_WIN","Você Venceu!","You win!","¡Ganaste!"
"BLACKJACK_MSG_DEALER_WIN","Dealer Venceu!","Dealer wins!","¡Gana el crupier!"
"BLACKJACK_MSG_PUSH","Empate!","Push!","¡Empate!"
"COLOR_RED","Vermelho","Red","Rojo"
"COLOR_BLUE","Azul","Blue","Azul"
"COLOR_GREEN","Verde","Green","Verde"
"COLOR_YELLOW","Amarelo","Yellow","Amarillo"
"COLOR_WILD","Curinga","Wild","Comodín"
"COLOR_UNDEFINED","Indefinida","Undefined","Indefinido"
"UNO_ACTIVE_COLOR","Cor Ativa: %s","Active color: %s","Color activo: %s"
"UNO_PICK_COLOR","Escolha a nova cor da mesa!","Choose the new table color!","¡Elige el nuevo color de la mesa!"
"UNO_PICK_COLOR_SHORT","Escolha a nova cor:","Choose the new color:","Elige el nuevo color:"
"UNO_YOUR_TURN","Sua Vez! Escolha uma carta.","Your turn! Pick a card.","¡Tu turno! Elige una carta."
"UNO_YOUR_TURN_LONG","Sua Vez! Jogue uma carta que combine com a cor ou valor.","Your turn! Play a card matching the color or the number.","¡Tu turno! Juega una carta que coincida en color o número."
"UNO_YOUR_TURN_AGAIN","Sua vez novamente!","Your turn again!","¡Te toca otra vez!"
"UNO_RECYCLED","Descarte reciclado no monte!","Discard pile recycled into the deck!","¡El descarte volvió al mazo!"
"UNO_YOU_ONE_CARD","⚠️ UNO! Você tem apenas 1 carta!","⚠️ UNO! You have just one card left!","⚠️ ¡UNO! ¡Te queda una sola carta!"
"UNO_AI_ONE_CARD","⚠️ Atenção: IA gritou UNO (1 carta restante)!","⚠️ Careful: the AI called UNO (one card left)!","⚠️ Atención: la IA cantó UNO (le queda una carta)."
"UNO_AI_DREW_TWO","IA comprou +2 cartas e perdeu a vez!","The AI drew +2 cards and lost its turn!","¡La IA robó +2 cartas y perdió el turno!"
"UNO_YOU_DREW_TWO","Você comprou +2 cartas e perdeu a vez!","You drew +2 cards and lost your turn!","¡Robaste +2 cartas y perdiste el turno!"
"UNO_AI_DREW_FOUR","IA comprou +4 cartas e perdeu a vez!","The AI drew +4 cards and lost its turn!","¡La IA robó +4 cartas y perdió el turno!"
"UNO_YOU_DREW_FOUR","Você comprou +4 cartas e perdeu a vez!","You drew +4 cards and lost your turn!","¡Robaste +4 cartas y perdiste el turno!"
"UNO_TURN_SKIPPED","Vez bloqueada!","Turn skipped!","¡Turno bloqueado!"
"UNO_AI_DREW","IA não tinha jogadas e comprou uma carta.","The AI had no play and drew a card.","La IA no tenía jugada y robó una carta."
"UNO_YOU_DREW","Você comprou uma carta.","You drew a card.","Robaste una carta."
"UNO_WIN","🏆 UNO! Você descartou todas as cartas e venceu!","🏆 UNO! You shed every card and won!","🏆 ¡UNO! ¡Descartaste todas las cartas y ganaste!"
"UNO_LOSE","A IA descartou tudo e venceu!","The AI shed every card and won!","¡La IA descartó todo y ganó!"
"POKER_HAND_INCOMPLETE","Mão Incompleta","Incomplete Hand","Mano incompleta"
"POKER_HAND_ROYAL_FLUSH","Royal Flush","Royal Flush","Escalera Real"
"POKER_HAND_STRAIGHT_FLUSH","Straight Flush","Straight Flush","Escalera de Color"
"POKER_HAND_FOUR_KIND","Quadra","Four of a Kind","Póker"
"POKER_HAND_FULL_HOUSE","Full House","Full House","Full"
"POKER_HAND_FLUSH","Flush (Cor)","Flush","Color"
"POKER_HAND_STRAIGHT","Sequência","Straight","Escalera"
"POKER_HAND_THREE_KIND","Trinca","Three of a Kind","Trío"
"POKER_HAND_TWO_PAIR","Dois Pares","Two Pair","Doble Pareja"
"POKER_HAND_JACKS_BETTER","Par de Valetes ou Maior","Jacks or Better","Pareja de Jotas o Mejor"
"POKER_HAND_LOW_PAIR","Par Baixo (Sem prêmio)","Low Pair (no payout)","Pareja baja (sin premio)"
"POKER_HAND_HIGH_CARD","Carta Alta (Sem prêmio)","High Card (no payout)","Carta alta (sin premio)"
"POKER_PAYOUT_TABLE","Royal Flush (800x) | Straight Flush (50x) | Quadra (25x) | Full House (9x)\nFlush (6x) | Sequência (4x) | Trinca (3x) | Dois Pares (2x) | Par J+ (1x)","Royal Flush (800x) | Straight Flush (50x) | Four of a Kind (25x) | Full House (9x)\nFlush (6x) | Straight (4x) | Three of a Kind (3x) | Two Pair (2x) | Jacks+ (1x)","Escalera Real (800x) | Escalera de Color (50x) | Póker (25x) | Full (9x)\nColor (6x) | Escalera (4x) | Trío (3x) | Doble Pareja (2x) | Pareja J+ (1x)"
"POKER_ADJUST_BET","Ajuste sua aposta e clique em DAR CARTAS!","Set your bet and tap DEAL!","¡Ajusta tu apuesta y pulsa REPARTIR!"
"POKER_FREE_REFILL","Recarga grátis de 50 fichas!","Free top-up of 50 chips!","¡Recarga gratis de 50 fichas!"
"GAME_SUDOKU","Sudoku","Sudoku","Sudoku"
"GAME_DESC_SUDOKU","O clássico quebra-cabeça de lógica","The classic logic puzzle","El clásico rompecabezas de lógica"
"SUDOKU_NOTES_ON","Anotações: LIGADO","Notes: ON","Notas: ENCENDIDO"
"SUDOKU_NOTES_OFF","Anotações: DESLIG.","Notes: OFF","Notas: APAGADO"
"SUDOKU_START","Iniciando Sudoku...","Starting Sudoku...","Iniciando Sudoku..."
"SUDOKU_PLAYING","Preencha todos os espaços!","Fill all the spaces!","¡Llena todos los espacios!"
"SUDOKU_WIN","Resolvido!","Solved!","¡Resuelto!"
"SUDOKU_WIN_DESC","Você completou o Sudoku.","You completed the Sudoku.","Has completado el Sudoku."
"NUMBER_PATH_CONNECT","Conecte %d até %d","Connect %d to %d","Conecta %d a %d"
"NUMBER_PATH_CLUES","dicas","clues","pistas"
"NUMBER_PATH_WIN","Caminho Completo!","Path Complete!","¡Camino Completo!"
"NUMBER_PATH_HINT_BACKTRACK","Volte ao caminho correto","Backtrack to correct path","Regresa al camino correcto"
"POKER_NOT_ENOUGH_CHIPS","Fichas insuficientes para esta aposta!","Not enough chips for this bet!","¡Fichas insuficientes para esta apuesta!"
"POKER_HOLD_HINT","Toque nas cartas que deseja RETER (HOLD)!","Tap the cards you want to HOLD!","¡Toca las cartas que quieras CONSERVAR!"
"POKER_BTN_DEAL","🃏 DAR CARTAS","🃏 DEAL","🃏 REPARTIR"
"POKER_BTN_DRAW","🔄 TROCAR CARTAS","🔄 DRAW","🔄 CAMBIAR CARTAS"
"POKER_BTN_NEW_ROUND","🃏 NOVA RODADA","🃏 NEW ROUND","🃏 NUEVA RONDA"
"POKER_WIN","🏆 %s! Você ganhou %d fichas!","🏆 %s! You won %d chips!","🏆 ¡%s! ¡Ganaste %d fichas!"
"POKER_NO_WIN","%s. Nenhuma combinação premiada.","%s. No paying combination.","%s. Ninguna combinación premiada."
"CLOUD_SAVE_DESCRIPTION","Progresso do PlayTable","PlayTable progress","Progreso de PlayTable"
"AI_TIER","IA: %s","AI: %s","IA: %s"
"DIFF_SET","Dificuldade: %s","Difficulty: %s","Dificultad: %s"
"HANOI_DISC_COUNT","%d Discos","%d Discs","%d Discos"
"BACKGAMMON_UNDONE","Lance desfeito. Escolha outro movimento.","Move undone. Choose another one.","Jugada deshecha. Elige otro movimiento."
"NIM_BTN_TWO_PLAYERS","👥 2 Jogadores","👥 2 Players","👥 2 Jugadores"
"NIM_BTN_NORMAL","⭐ Normal","⭐ Normal","⭐ Normal"
"POKER_HOLD_MARK","RETER","HOLD","CONSERVAR"
"UNO_AI_TURN_AGAIN","IA joga novamente!","The AI plays again!","¡La IA juega otra vez!"
GAME_NUMBER_PATH,Caminho Numérico,Number Path,Camino Numérico
GAME_DESC_NUMBER_PATH,Conecte os números em ordem e preencha o tabuleiro!,Connect the numbers in order and fill the board!,¡Conecta los números en orden y llena el tablero!
GAME_LOCKED_LEVEL,Desbloqueia no nível,Unlocks at level,Se desbloquea en el nivel
GAME_DESC_SUDOKU,"O clássico quebra-cabeça de lógica","The classic logic puzzle","El clásico rompecabezas de lógica"
SUDOKU_NOTES_ON,"Anotações: LIGADO","Notes: ON","Notas: ENCENDIDO"
SUDOKU_NOTES_OFF,"Anotações: DESLIG.","Notes: OFF","Notas: APAGADO"
SUDOKU_START,"Iniciando Sudoku...","Starting Sudoku...","Iniciando Sudoku..."
SUDOKU_PLAYING,"Preencha todos os espaços!","Fill all the spaces!","¡Llena todos los espacios!"
SUDOKU_WIN,"Resolvido!","Solved!","¡Resuelto!"
SUDOKU_WIN_DESC,"Você completou o Sudoku.","You completed the Sudoku.","Has completado el Sudoku."
